Navn;Stasjon;Tid(norsk normaltid);Nedbør (1 t);Lufttemperatur
Bergen - Florida;SN50540;01.01.2017 00:00;0;3,5
Bergen - Florida;SN50540;01.01.2017 01:00;0,4;3,4
Bergen - Florida;SN50540;01.01.2017 02:00;0;2,3
Bergen - Florida;SN50540;01.01.2017 03:00;0,8;2,5
Bergen - Florida;SN50540;01.01.2017 04:00;0;2,1
Bergen - Florida;SN50540;01.01.2017 05:00;0,3;2,3
Bergen - Florida;SN50540;01.01.2017 06:00;0,5;2,3
Bergen - Florida;SN50540;01.01.2017 07:00;0,6;2,5
Bergen - Florida;SN50540;01.01.2017 08:00;0,6;2,2
Bergen - Florida;SN50540;01.01.2017 09:00;0;2,2
Bergen - Florida;SN50540;01.01.2017 10:00;0;2,5
Bergen - Florida;SN50540;01.01.2017 11:00;0;2,4
Bergen - Florida;SN50540;01.01.2017 12:00;0;2,9
Bergen - Florida;SN50540;01.01.2017 13:00;0;3,6
Bergen - Florida;SN50540;01.01.2017 14:00;0;3,2
Bergen - Florida;SN50540;01.01.2017 15:00;0;3,1
Bergen - Florida;SN50540;01.01.2017 16:00;0;2,6
Bergen - Florida;SN50540;01.01.2017 17:00;0;2,7
Bergen - Florida;SN50540;01.01.2017 18:00;0;2,4
Bergen - Florida;SN50540;01.01.2017 19:00;0;1,8
Bergen - Florida;SN50540;01.01.2017 20:00;0;1,3
Bergen - Florida;SN50540;01.01.2017 21:00;0;1,3
Bergen - Florida;SN50540;01.01.2017 22:00;0;1,4
Bergen - Florida;SN50540;01.01.2017 23:00;0;1,3
Bergen - Florida;SN50540;02.01.2017 00:00;0;1
Bergen - Florida;SN50540;02.01.2017 01:00;0;0,7
Bergen - Florida;SN50540;02.01.2017 02:00;0;0,6
Bergen - Florida;SN50540;02.01.2017 03:00;0;-0,2
Bergen - Florida;SN50540;02.01.2017 04:00;0;0
Bergen - Florida;SN50540;02.01.2017 05:00;0,1;0,1
Bergen - Florida;SN50540;02.01.2017 06:00;0,3;0,1
Bergen - Florida;SN50540;02.01.2017 07:00;0,5;0,3
Bergen - Florida;SN50540;02.01.2017 08:00;1,2;0,2
Bergen - Florida;SN50540;02.01.2017 09:00;0,7;0,4
Bergen - Florida;SN50540;02.01.2017 10:00;0,2;0,5
Bergen - Florida;SN50540;02.01.2017 11:00;0;0,4
Bergen - Florida;SN50540;02.01.2017 12:00;0;0,5
Bergen - Florida;SN50540;02.01.2017 13:00;0;1,1
Bergen - Florida;SN50540;02.01.2017 14:00;0;0,6
Bergen - Florida;SN50540;02.01.2017 15:00;-0,1;0,2
Bergen - Florida;SN50540;02.01.2017 16:00;-0,2;-0,1
Bergen - Florida;SN50540;02.01.2017 17:00;0;0
Bergen - Florida;SN50540;02.01.2017 18:00;-0,1;-0,3
Bergen - Florida;SN50540;02.01.2017 19:00;0,2;0
Bergen - Florida;SN50540;02.01.2017 20:00;0,2;0,2
Bergen - Florida;SN50540;02.01.2017 21:00;0,1;0,5
Bergen - Florida;SN50540;02.01.2017 22:00;0,1;0,6
Bergen - Florida;SN50540;02.01.2017 23:00;0,2;0,5
Bergen - Florida;SN50540;03.01.2017 00:00;0,8;0,5
Bergen - Florida;SN50540;03.01.2017 01:00;0,1;0,8
Bergen - Florida;SN50540;03.01.2017 02:00;1;0,6
Bergen - Florida;SN50540;03.01.2017 03:00;0,4;1,2
Bergen - Florida;SN50540;03.01.2017 04:00;0,7;1,3
Bergen - Florida;SN50540;03.01.2017 05:00;1,3;1,3
Bergen - Florida;SN50540;03.01.2017 06:00;1,2;1,5
Bergen - Florida;SN50540;03.01.2017 07:00;1,9;2,1
Bergen - Florida;SN50540;03.01.2017 08:00;1,4;2,6
Bergen - Florida;SN50540;03.01.2017 09:00;1,6;3
Bergen - Florida;SN50540;03.01.2017 10:00;0,2;3,5
Bergen - Florida;SN50540;03.01.2017 11:00;0,4;6,2
Bergen - Florida;SN50540;03.01.2017 12:00;0,3;6
Bergen - Florida;SN50540;03.01.2017 13:00;0,1;5,4
Bergen - Florida;SN50540;03.01.2017 14:00;0;5,3
Bergen - Florida;SN50540;03.01.2017 15:00;0,1;3,3
Bergen - Florida;SN50540;03.01.2017 16:00;0;3,2
Bergen - Florida;SN50540;03.01.2017 17:00;1,6;2,4
Bergen - Florida;SN50540;03.01.2017 18:00;0,2;2,9
Bergen - Florida;SN50540;03.01.2017 19:00;0,1;3,2
Bergen - Florida;SN50540;03.01.2017 20:00;0,1;4,6
Bergen - Florida;SN50540;03.01.2017 21:00;0,5;3,5
Bergen - Florida;SN50540;03.01.2017 22:00;0,8;3,7
Bergen - Florida;SN50540;03.01.2017 23:00;1,9;3,8
Bergen - Florida;SN50540;04.01.2017 00:00;0;3,4
Bergen - Florida;SN50540;04.01.2017 01:00;4,1;1,2
Bergen - Florida;SN50540;04.01.2017 02:00;4,6;3,5
Bergen - Florida;SN50540;04.01.2017 03:00;1,7;3,3
Bergen - Florida;SN50540;04.01.2017 04:00;0,5;4,4
Bergen - Florida;SN50540;04.01.2017 05:00;0;3,7
Bergen - Florida;SN50540;04.01.2017 06:00;0;3,6
Bergen - Florida;SN50540;04.01.2017 07:00;0;2,9
Bergen - Florida;SN50540;04.01.2017 08:00;0;2,7
Bergen - Florida;SN50540;04.01.2017 09:00;0;2,2
Bergen - Florida;SN50540;04.01.2017 10:00;0;2
Bergen - Florida;SN50540;04.01.2017 11:00;0;1,9
Bergen - Florida;SN50540;04.01.2017 12:00;0;3,1
Bergen - Florida;SN50540;04.01.2017 13:00;0;2
Bergen - Florida;SN50540;04.01.2017 14:00;0;2,1
Bergen - Florida;SN50540;04.01.2017 15:00;0;1,2
Bergen - Florida;SN50540;04.01.2017 16:00;0;0,7
Bergen - Florida;SN50540;04.01.2017 17:00;0;0,9
Bergen - Florida;SN50540;04.01.2017 18:00;0;0,2
Bergen - Florida;SN50540;04.01.2017 19:00;0;0,2
Bergen - Florida;SN50540;04.01.2017 20:00;0;-0,1
Bergen - Florida;SN50540;04.01.2017 21:00;0;0,1
Bergen - Florida;SN50540;04.01.2017 22:00;0;-0,1
Bergen - Florida;SN50540;04.01.2017 23:00;0;-1
Bergen - Florida;SN50540;05.01.2017 00:00;0;-0,4
Bergen - Florida;SN50540;05.01.2017 01:00;0;-0,9
Bergen - Florida;SN50540;05.01.2017 02:00;0;-1,3
Bergen - Florida;SN50540;05.01.2017 03:00;0;-1,7
Bergen - Florida;SN50540;05.01.2017 04:00;0;-2,2
Bergen - Florida;SN50540;05.01.2017 05:00;0;-3,3
Bergen - Florida;SN50540;05.01.2017 06:00;0;-4
Bergen - Florida;SN50540;05.01.2017 07:00;0;-4,1
Bergen - Florida;SN50540;05.01.2017 08:00;0;-4,6
Bergen - Florida;SN50540;05.01.2017 09:00;0;-4,5
Bergen - Florida;SN50540;05.01.2017 10:00;0;-4,6
Bergen - Florida;SN50540;05.01.2017 11:00;0;-3,3
Bergen - Florida;SN50540;05.01.2017 12:00;0;-1,5
Bergen - Florida;SN50540;05.01.2017 13:00;0;-0,8
Bergen - Florida;SN50540;05.01.2017 14:00;0;-1,3
Bergen - Florida;SN50540;05.01.2017 15:00;0;-1,3
Bergen - Florida;SN50540;05.01.2017 16:00;0;-1,6
Bergen - Florida;SN50540;05.01.2017 17:00;0;-1,7
Bergen - Florida;SN50540;05.01.2017 18:00;0;-2
Bergen - Florida;SN50540;05.01.2017 19:00;0;-2
Bergen - Florida;SN50540;05.01.2017 20:00;0;-2
Bergen - Florida;SN50540;05.01.2017 21:00;0;-1,9
Bergen - Florida;SN50540;05.01.2017 22:00;0;-1,6
Bergen - Florida;SN50540;05.01.2017 23:00;0;-1,5
Bergen - Florida;SN50540;06.01.2017 00:00;0;-1
Bergen - Florida;SN50540;06.01.2017 01:00;0;-0,3
Bergen - Florida;SN50540;06.01.2017 02:00;0;0,3
Bergen - Florida;SN50540;06.01.2017 03:00;0;0,8
Bergen - Florida;SN50540;06.01.2017 04:00;0;1,3
Bergen - Florida;SN50540;06.01.2017 05:00;0,1;1,6
Bergen - Florida;SN50540;06.01.2017 06:00;0;1,6
Bergen - Florida;SN50540;06.01.2017 07:00;0,3;1,2
Bergen - Florida;SN50540;06.01.2017 08:00;0,1;1,7
Bergen - Florida;SN50540;06.01.2017 09:00;0,4;1,6
Bergen - Florida;SN50540;06.01.2017 10:00;1;1,8
Bergen - Florida;SN50540;06.01.2017 11:00;0,9;2
Bergen - Florida;SN50540;06.01.2017 12:00;0,5;2,3
Bergen - Florida;SN50540;06.01.2017 13:00;0,2;2,4
Bergen - Florida;SN50540;06.01.2017 14:00;0,3;2,6
Bergen - Florida;SN50540;06.01.2017 15:00;1,1;2,5
Bergen - Florida;SN50540;06.01.2017 16:00;0,9;3,2
Bergen - Florida;SN50540;06.01.2017 17:00;0,6;3,4
Bergen - Florida;SN50540;06.01.2017 18:00;1,4;4
Bergen - Florida;SN50540;06.01.2017 19:00;1,8;4,4
Bergen - Florida;SN50540;06.01.2017 20:00;2,7;4,8
Bergen - Florida;SN50540;06.01.2017 21:00;4,3;5,2
Bergen - Florida;SN50540;06.01.2017 22:00;1,6;6,7
Bergen - Florida;SN50540;06.01.2017 23:00;0,4;5,9
Bergen - Florida;SN50540;07.01.2017 00:00;0;5,5
Bergen - Florida;SN50540;07.01.2017 01:00;0,2;5,3
Bergen - Florida;SN50540;07.01.2017 02:00;0;4,9
Bergen - Florida;SN50540;07.01.2017 03:00;0;4,7
Bergen - Florida;SN50540;07.01.2017 04:00;0;4,6
Bergen - Florida;SN50540;07.01.2017 05:00;0;4,4
Bergen - Florida;SN50540;07.01.2017 06:00;0;3,9
Bergen - Florida;SN50540;07.01.2017 07:00;0;3,7
Bergen - Florida;SN50540;07.01.2017 08:00;0;3,5
Bergen - Florida;SN50540;07.01.2017 09:00;0;3,4
Bergen - Florida;SN50540;07.01.2017 10:00;0;3,3
Bergen - Florida;SN50540;07.01.2017 11:00;0;2,7
Bergen - Florida;SN50540;07.01.2017 12:00;0;3
Bergen - Florida;SN50540;07.01.2017 13:00;0;3
Bergen - Florida;SN50540;07.01.2017 14:00;0;3,5
Bergen - Florida;SN50540;07.01.2017 15:00;0;3,5
Bergen - Florida;SN50540;07.01.2017 16:00;0;3,3
Bergen - Florida;SN50540;07.01.2017 17:00;0;2,5
Bergen - Florida;SN50540;07.01.2017 18:00;0;1,6
Bergen - Florida;SN50540;07.01.2017 19:00;0;1,3
Bergen - Florida;SN50540;07.01.2017 20:00;0;1,4
Bergen - Florida;SN50540;07.01.2017 21:00;0;1
Bergen - Florida;SN50540;07.01.2017 22:00;0;1
Bergen - Florida;SN50540;07.01.2017 23:00;0;1,2
Bergen - Florida;SN50540;08.01.2017 00:00;0;1,5
Bergen - Florida;SN50540;08.01.2017 01:00;0;2,8
Bergen - Florida;SN50540;08.01.2017 02:00;0;3,5
Bergen - Florida;SN50540;08.01.2017 03:00;0;3,9
Bergen - Florida;SN50540;08.01.2017 04:00;0;3,5
Bergen - Florida;SN50540;08.01.2017 05:00;0;3,1
Bergen - Florida;SN50540;08.01.2017 06:00;0,3;3,3
Bergen - Florida;SN50540;08.01.2017 07:00;0,1;3,4
Bergen - Florida;SN50540;08.01.2017 08:00;0,2;3,4
Bergen - Florida;SN50540;08.01.2017 09:00;0,4;3,7
Bergen - Florida;SN50540;08.01.2017 10:00;0,3;3,9
Bergen - Florida;SN50540;08.01.2017 11:00;0,5;4,2
Bergen - Florida;SN50540;08.01.2017 12:00;0,6;4,4
Bergen - Florida;SN50540;08.01.2017 13:00;0,4;4,7
Bergen - Florida;SN50540;08.01.2017 14:00;0,5;5
Bergen - Florida;SN50540;08.01.2017 15:00;0,8;5,1
Bergen - Florida;SN50540;08.01.2017 16:00;1,2;5,3
Bergen - Florida;SN50540;08.01.2017 17:00;1,1;5,6
Bergen - Florida;SN50540;08.01.2017 18:00;0,4;5,9
Bergen - Florida;SN50540;08.01.2017 19:00;0,3;6
Bergen - Florida;SN50540;08.01.2017 20:00;0,2;6
Bergen - Florida;SN50540;08.01.2017 21:00;0,2;6,1
Bergen - Florida;SN50540;08.01.2017 22:00;0,4;6
Bergen - Florida;SN50540;08.01.2017 23:00;0,3;6,1
Bergen - Florida;SN50540;09.01.2017 00:00;0,9;6,1
Bergen - Florida;SN50540;09.01.2017 01:00;1;6,1
Bergen - Florida;SN50540;09.01.2017 02:00;1,2;6,3
Bergen - Florida;SN50540;09.01.2017 03:00;0,3;6,4
Bergen - Florida;SN50540;09.01.2017 04:00;0,1;6,3
Bergen - Florida;SN50540;09.01.2017 05:00;0,1;6,4
Bergen - Florida;SN50540;09.01.2017 06:00;0;6,6
Bergen - Florida;SN50540;09.01.2017 07:00;0,1;6,8
Bergen - Florida;SN50540;09.01.2017 08:00;0,4;6,9
Bergen - Florida;SN50540;09.01.2017 09:00;0,2;6,9
Bergen - Florida;SN50540;09.01.2017 10:00;0;7,2
Bergen - Florida;SN50540;09.01.2017 11:00;0,6;7,1
Bergen - Florida;SN50540;09.01.2017 12:00;0,7;7,3
Bergen - Florida;SN50540;09.01.2017 13:00;2,3;7,3
Bergen - Florida;SN50540;09.01.2017 14:00;3,7;7,2
Bergen - Florida;SN50540;09.01.2017 15:00;2,4;7,4
Bergen - Florida;SN50540;09.01.2017 16:00;2,5;7,5
Bergen - Florida;SN50540;09.01.2017 17:00;1,7;7,6
Bergen - Florida;SN50540;09.01.2017 18:00;1,4;7,6
Bergen - Florida;SN50540;09.01.2017 19:00;1,9;7,4
Bergen - Florida;SN50540;09.01.2017 20:00;2,2;7,1
Bergen - Florida;SN50540;09.01.2017 21:00;3,6;6,8
Bergen - Florida;SN50540;09.01.2017 22:00;1,7;6,7
Bergen - Florida;SN50540;09.01.2017 23:00;0,4;6,2
Bergen - Florida;SN50540;10.01.2017 00:00;0;6,1
Bergen - Florida;SN50540;10.01.2017 01:00;0;5,6
Bergen - Florida;SN50540;10.01.2017 02:00;0;5,4
Bergen - Florida;SN50540;10.01.2017 03:00;0;5,8
Bergen - Florida;SN50540;10.01.2017 04:00;0;5,3
Bergen - Florida;SN50540;10.01.2017 05:00;0;5,6
Bergen - Florida;SN50540;10.01.2017 06:00;0;5,5
Bergen - Florida;SN50540;10.01.2017 07:00;0;5,4
Bergen - Florida;SN50540;10.01.2017 08:00;0;5,5
Bergen - Florida;SN50540;10.01.2017 09:00;0;5,8
Bergen - Florida;SN50540;10.01.2017 10:00;0;5,5
Bergen - Florida;SN50540;10.01.2017 11:00;0;5,8
Bergen - Florida;SN50540;10.01.2017 12:00;0;6
Bergen - Florida;SN50540;10.01.2017 13:00;0;6,2
Bergen - Florida;SN50540;10.01.2017 14:00;0;6
Bergen - Florida;SN50540;10.01.2017 15:00;0;5,2
Bergen - Florida;SN50540;10.01.2017 16:00;0,1;5,1
Bergen - Florida;SN50540;10.01.2017 17:00;0;5,2
Bergen - Florida;SN50540;10.01.2017 18:00;0,1;5
Bergen - Florida;SN50540;10.01.2017 19:00;0,6;5,3
Bergen - Florida;SN50540;10.01.2017 20:00;2,8;5,8
Bergen - Florida;SN50540;10.01.2017 21:00;0,5;6
Bergen - Florida;SN50540;10.01.2017 22:00;2,7;5
Bergen - Florida;SN50540;10.01.2017 23:00;0,2;6,2
Bergen - Florida;SN50540;11.01.2017 00:00;0,2;6,6
Bergen - Florida;SN50540;11.01.2017 01:00;0,9;6,2
Bergen - Florida;SN50540;11.01.2017 02:00;1,5;6,3
Bergen - Florida;SN50540;11.01.2017 03:00;1,6;6,3
Bergen - Florida;SN50540;11.01.2017 04:00;2,3;5,2
Bergen - Florida;SN50540;11.01.2017 05:00;4,6;4,9
Bergen - Florida;SN50540;11.01.2017 06:00;2,6;4
Bergen - Florida;SN50540;11.01.2017 07:00;2,5;3,5
Bergen - Florida;SN50540;11.01.2017 08:00;1,3;4,8
Bergen - Florida;SN50540;11.01.2017 09:00;0;5,4
Bergen - Florida;SN50540;11.01.2017 10:00;1,9;5,2
Bergen - Florida;SN50540;11.01.2017 11:00;4;3,1
Bergen - Florida;SN50540;11.01.2017 12:00;1,4;3,2
Bergen - Florida;SN50540;11.01.2017 13:00;1,3;4,1
Bergen - Florida;SN50540;11.01.2017 14:00;1;4,8
Bergen - Florida;SN50540;11.01.2017 15:00;0;5,2
Bergen - Florida;SN50540;11.01.2017 16:00;0;5,1
Bergen - Florida;SN50540;11.01.2017 17:00;0,1;4
Bergen - Florida;SN50540;11.01.2017 18:00;0,7;3
Bergen - Florida;SN50540;11.01.2017 19:00;0,1;3,1
Bergen - Florida;SN50540;11.01.2017 20:00;0;3,1
Bergen - Florida;SN50540;11.01.2017 21:00;0,8;2,4
Bergen - Florida;SN50540;11.01.2017 22:00;0,2;3,7
Bergen - Florida;SN50540;11.01.2017 23:00;0,1;3,5
Bergen - Florida;SN50540;12.01.2017 00:00;0,9;2,2
Bergen - Florida;SN50540;12.01.2017 01:00;2,6;3
Bergen - Florida;SN50540;12.01.2017 02:00;1,4;3,9
Bergen - Florida;SN50540;12.01.2017 03:00;0;4,8
Bergen - Florida;SN50540;12.01.2017 04:00;0,3;4,9
Bergen - Florida;SN50540;12.01.2017 05:00;0;4,8
Bergen - Florida;SN50540;12.01.2017 06:00;0,1;4,5
Bergen - Florida;SN50540;12.01.2017 07:00;0,3;4
Bergen - Florida;SN50540;12.01.2017 08:00;2,4;3,4
Bergen - Florida;SN50540;12.01.2017 09:00;2,4;3,1
Bergen - Florida;SN50540;12.01.2017 10:00;2;3
Bergen - Florida;SN50540;12.01.2017 11:00;2,2;2,7
Bergen - Florida;SN50540;12.01.2017 12:00;1,2;3
Bergen - Florida;SN50540;12.01.2017 13:00;1,1;2,9
Bergen - Florida;SN50540;12.01.2017 14:00;1,4;2,7
Bergen - Florida;SN50540;12.01.2017 15:00;1,6;2,7
Bergen - Florida;SN50540;12.01.2017 16:00;1,1;3,5
Bergen - Florida;SN50540;12.01.2017 17:00;1,9;2,7
Bergen - Florida;SN50540;12.01.2017 18:00;0,7;2,5
Bergen - Florida;SN50540;12.01.2017 19:00;0,4;2,7
Bergen - Florida;SN50540;12.01.2017 20:00;0;2,4
Bergen - Florida;SN50540;12.01.2017 21:00;0;2,6
Bergen - Florida;SN50540;12.01.2017 22:00;1,2;2,2
Bergen - Florida;SN50540;12.01.2017 23:00;0;2,8
Bergen - Florida;SN50540;13.01.2017 00:00;0,1;1,9
Bergen - Florida;SN50540;13.01.2017 01:00;0,6;2,4
Bergen - Florida;SN50540;13.01.2017 02:00;2,5;0,7
Bergen - Florida;SN50540;13.01.2017 03:00;2,6;0,6
Bergen - Florida;SN50540;13.01.2017 04:00;2,6;1
Bergen - Florida;SN50540;13.01.2017 05:00;3,9;1,5
Bergen - Florida;SN50540;13.01.2017 06:00;1;2,3
Bergen - Florida;SN50540;13.01.2017 07:00;0;2,3
Bergen - Florida;SN50540;13.01.2017 08:00;0,1;2,7
Bergen - Florida;SN50540;13.01.2017 09:00;0;2,5
Bergen - Florida;SN50540;13.01.2017 10:00;0;2,5
Bergen - Florida;SN50540;13.01.2017 11:00;0;2,2
Bergen - Florida;SN50540;13.01.2017 12:00;0;3,4
Bergen - Florida;SN50540;13.01.2017 13:00;0;3,3
Bergen - Florida;SN50540;13.01.2017 14:00;0;2,1
Bergen - Florida;SN50540;13.01.2017 15:00;0;2,3
Bergen - Florida;SN50540;13.01.2017 16:00;0;2,9
Bergen - Florida;SN50540;13.01.2017 17:00;0,2;2,4
Bergen - Florida;SN50540;13.01.2017 18:00;0;2,5
Bergen - Florida;SN50540;13.01.2017 19:00;0,1;1,9
Bergen - Florida;SN50540;13.01.2017 20:00;0,2;1,8
Bergen - Florida;SN50540;13.01.2017 21:00;0,1;1,4
Bergen - Florida;SN50540;13.01.2017 22:00;0;1,4
Bergen - Florida;SN50540;13.01.2017 23:00;0;1,3
Bergen - Florida;SN50540;14.01.2017 00:00;0;1
Bergen - Florida;SN50540;14.01.2017 01:00;0;0,9
Bergen - Florida;SN50540;14.01.2017 02:00;0,3;0,3
Bergen - Florida;SN50540;14.01.2017 03:00;0;0,4
Bergen - Florida;SN50540;14.01.2017 04:00;0,1;0,4
Bergen - Florida;SN50540;14.01.2017 05:00;0,1;0,2
Bergen - Florida;SN50540;14.01.2017 06:00;0;0,7
Bergen - Florida;SN50540;14.01.2017 07:00;0;0,6
Bergen - Florida;SN50540;14.01.2017 08:00;0;0,7
Bergen - Florida;SN50540;14.01.2017 09:00;0;0,3
Bergen - Florida;SN50540;14.01.2017 10:00;0;-0,2
Bergen - Florida;SN50540;14.01.2017 11:00;0;0
Bergen - Florida;SN50540;14.01.2017 12:00;0;0,9
Bergen - Florida;SN50540;14.01.2017 13:00;0;0,8
Bergen - Florida;SN50540;14.01.2017 14:00;0;-0,1
Bergen - Florida;SN50540;14.01.2017 15:00;0;-0,4
Bergen - Florida;SN50540;14.01.2017 16:00;0;-0,8
Bergen - Florida;SN50540;14.01.2017 17:00;0;-1,5
Bergen - Florida;SN50540;14.01.2017 18:00;0;-1,9
Bergen - Florida;SN50540;14.01.2017 19:00;0;-1,6
Bergen - Florida;SN50540;14.01.2017 20:00;0;-2,3
Bergen - Florida;SN50540;14.01.2017 21:00;0,1;-2,3
Bergen - Florida;SN50540;14.01.2017 22:00;0;-2,9
Bergen - Florida;SN50540;14.01.2017 23:00;0,1;-2,5
Bergen - Florida;SN50540;15.01.2017 00:00;0,3;-2,5
Bergen - Florida;SN50540;15.01.2017 01:00;0;-1,9
Bergen - Florida;SN50540;15.01.2017 02:00;0;-2,5
Bergen - Florida;SN50540;15.01.2017 03:00;0;-3,2
Bergen - Florida;SN50540;15.01.2017 04:00;0;-3,8
Bergen - Florida;SN50540;15.01.2017 05:00;0;-4
Bergen - Florida;SN50540;15.01.2017 06:00;0;-4,4
Bergen - Florida;SN50540;15.01.2017 07:00;0;-5
Bergen - Florida;SN50540;15.01.2017 08:00;0;-5,2
Bergen - Florida;SN50540;15.01.2017 09:00;0;-4,8
Bergen - Florida;SN50540;15.01.2017 10:00;0;-4,8
Bergen - Florida;SN50540;15.01.2017 11:00;0;-4,3
Bergen - Florida;SN50540;15.01.2017 12:00;0;-2,5
Bergen - Florida;SN50540;15.01.2017 13:00;0;-1,5
Bergen - Florida;SN50540;15.01.2017 14:00;0;-3,1
Bergen - Florida;SN50540;15.01.2017 15:00;0;-3,1
Bergen - Florida;SN50540;15.01.2017 16:00;0;-3,5
Bergen - Florida;SN50540;15.01.2017 17:00;0;-3,7
Bergen - Florida;SN50540;15.01.2017 18:00;0;-4,1
Bergen - Florida;SN50540;15.01.2017 19:00;0;-4,6
Bergen - Florida;SN50540;15.01.2017 20:00;0;-4,8
Bergen - Florida;SN50540;15.01.2017 21:00;0;-5,4
Bergen - Florida;SN50540;15.01.2017 22:00;0;-5
Bergen - Florida;SN50540;15.01.2017 23:00;0;-5,3
Bergen - Florida;SN50540;16.01.2017 00:00;0;-5,2
Bergen - Florida;SN50540;16.01.2017 01:00;0;-5,6
Bergen - Florida;SN50540;16.01.2017 02:00;0;-5,9
Bergen - Florida;SN50540;16.01.2017 03:00;0;-6,1
Bergen - Florida;SN50540;16.01.2017 04:00;0;-6,3
Bergen - Florida;SN50540;16.01.2017 05:00;0;-6,2
Bergen - Florida;SN50540;16.01.2017 06:00;0;-6,3
Bergen - Florida;SN50540;16.01.2017 07:00;0;-6,4
Bergen - Florida;SN50540;16.01.2017 08:00;0;-5,7
Bergen - Florida;SN50540;16.01.2017 09:00;0;-5,7
Bergen - Florida;SN50540;16.01.2017 10:00;0;-5,8
Bergen - Florida;SN50540;16.01.2017 11:00;0;-4,6
Bergen - Florida;SN50540;16.01.2017 12:00;0;-2,3
Bergen - Florida;SN50540;16.01.2017 13:00;0;0
Bergen - Florida;SN50540;16.01.2017 14:00;0;-0,2
Bergen - Florida;SN50540;16.01.2017 15:00;0;0,2
Bergen - Florida;SN50540;16.01.2017 16:00;0;0,6
Bergen - Florida;SN50540;16.01.2017 17:00;0;0,7
Bergen - Florida;SN50540;16.01.2017 18:00;0;1,3
Bergen - Florida;SN50540;16.01.2017 19:00;0;1,3
Bergen - Florida;SN50540;16.01.2017 20:00;0;1
Bergen - Florida;SN50540;16.01.2017 21:00;0;1,4
Bergen - Florida;SN50540;16.01.2017 22:00;0;1,7
Bergen - Florida;SN50540;16.01.2017 23:00;0;0,9
Bergen - Florida;SN50540;17.01.2017 00:00;0,1;0,9
Bergen - Florida;SN50540;17.01.2017 01:00;0,2;0,5
Bergen - Florida;SN50540;17.01.2017 02:00;0,3;0,4
Bergen - Florida;SN50540;17.01.2017 03:00;0,4;0,7
Bergen - Florida;SN50540;17.01.2017 04:00;0,1;2,3
Bergen - Florida;SN50540;17.01.2017 05:00;0;2,4
Bergen - Florida;SN50540;17.01.2017 06:00;0,1;2,8
Bergen - Florida;SN50540;17.01.2017 07:00;0,1;3
Bergen - Florida;SN50540;17.01.2017 08:00;0,2;3,2
Bergen - Florida;SN50540;17.01.2017 09:00;0,3;3,4
Bergen - Florida;SN50540;17.01.2017 10:00;0,1;4
Bergen - Florida;SN50540;17.01.2017 11:00;0,5;4,1
Bergen - Florida;SN50540;17.01.2017 12:00;0,8;4,4
Bergen - Florida;SN50540;17.01.2017 13:00;1,1;4,5
Bergen - Florida;SN50540;17.01.2017 14:00;1,7;4,7
Bergen - Florida;SN50540;17.01.2017 15:00;1,4;5
Bergen - Florida;SN50540;17.01.2017 16:00;1,1;5,1
Bergen - Florida;SN50540;17.01.2017 17:00;0,6;5,2
Bergen - Florida;SN50540;17.01.2017 18:00;0,1;5,3
Bergen - Florida;SN50540;17.01.2017 19:00;0;5,8
Bergen - Florida;SN50540;17.01.2017 20:00;0;5,9
Bergen - Florida;SN50540;17.01.2017 21:00;0;6
Bergen - Florida;SN50540;17.01.2017 22:00;0,2;5,9
Bergen - Florida;SN50540;17.01.2017 23:00;0,2;6
Bergen - Florida;SN50540;18.01.2017 00:00;0,1;6
Bergen - Florida;SN50540;18.01.2017 01:00;0,4;6,4
Bergen - Florida;SN50540;18.01.2017 02:00;0,1;6,1
Bergen - Florida;SN50540;18.01.2017 03:00;0,1;6,1
Bergen - Florida;SN50540;18.01.2017 04:00;0,4;6,1
Bergen - Florida;SN50540;18.01.2017 05:00;1,1;6,2
Bergen - Florida;SN50540;18.01.2017 06:00;0,9;6,3
Bergen - Florida;SN50540;18.01.2017 07:00;0,5;6,4
Bergen - Florida;SN50540;18.01.2017 08:00;0,1;6,8
Bergen - Florida;SN50540;18.01.2017 09:00;0,3;6,8
Bergen - Florida;SN50540;18.01.2017 10:00;0;7
Bergen - Florida;SN50540;18.01.2017 11:00;0;7,1
Bergen - Florida;SN50540;18.01.2017 12:00;0,1;6,9
Bergen - Florida;SN50540;18.01.2017 13:00;0;6,9
Bergen - Florida;SN50540;18.01.2017 14:00;0,2;6,9
Bergen - Florida;SN50540;18.01.2017 15:00;1;7
Bergen - Florida;SN50540;18.01.2017 16:00;1,1;6,9
Bergen - Florida;SN50540;18.01.2017 17:00;2,6;6,8
Bergen - Florida;SN50540;18.01.2017 18:00;2,7;7
Bergen - Florida;SN50540;18.01.2017 19:00;5,8;7
Bergen - Florida;SN50540;18.01.2017 20:00;5,2;7,1
Bergen - Florida;SN50540;18.01.2017 21:00;5,5;7,1
Bergen - Florida;SN50540;18.01.2017 22:00;2,3;7,1
Bergen - Florida;SN50540;18.01.2017 23:00;0,5;7,2
Bergen - Florida;SN50540;19.01.2017 00:00;0,5;7,7
Bergen - Florida;SN50540;19.01.2017 01:00;0,8;8
Bergen - Florida;SN50540;19.01.2017 02:00;0;8,2
Bergen - Florida;SN50540;19.01.2017 03:00;0,5;7,8
Bergen - Florida;SN50540;19.01.2017 04:00;1,2;7,6
