Navn;Stasjon;Tid(norsk normaltid);Lufttemperatur;Nedbør (1 t)
Bergen - Florida;SN50540;01.01.2011 00:00;4,3;-
Bergen - Florida;SN50540;01.01.2011 01:00;4;-
Bergen - Florida;SN50540;01.01.2011 02:00;3;-
Bergen - Florida;SN50540;01.01.2011 03:00;2,9;-
Bergen - Florida;SN50540;01.01.2011 04:00;3,1;-
Bergen - Florida;SN50540;01.01.2011 05:00;2,8;-
Bergen - Florida;SN50540;01.01.2011 06:00;2,8;-
Bergen - Florida;SN50540;01.01.2011 07:00;3;-
Bergen - Florida;SN50540;01.01.2011 08:00;3,1;-
Bergen - Florida;SN50540;01.01.2011 09:00;2,7;-
Bergen - Florida;SN50540;01.01.2011 10:00;3,2;-
Bergen - Florida;SN50540;01.01.2011 11:00;2,5;-
Bergen - Florida;SN50540;01.01.2011 12:00;2,6;-
Bergen - Florida;SN50540;01.01.2011 13:00;3;-
Bergen - Florida;SN50540;01.01.2011 14:00;3,4;-
Bergen - Florida;SN50540;01.01.2011 15:00;3,3;-
Bergen - Florida;SN50540;01.01.2011 16:00;3;-
Bergen - Florida;SN50540;01.01.2011 17:00;2,8;-
Bergen - Florida;SN50540;01.01.2011 18:00;2,6;-
Bergen - Florida;SN50540;01.01.2011 19:00;2;-
Bergen - Florida;SN50540;01.01.2011 20:00;1,5;-
Bergen - Florida;SN50540;01.01.2011 21:00;2,1;-
Bergen - Florida;SN50540;01.01.2011 22:00;1,9;-
Bergen - Florida;SN50540;01.01.2011 23:00;1,4;-
Bergen - Florida;SN50540;02.01.2011 00:00;1,5;-
Bergen - Florida;SN50540;02.01.2011 01:00;1,1;-
Bergen - Florida;SN50540;02.01.2011 02:00;1,2;-
Bergen - Florida;SN50540;02.01.2011 03:00;1,1;-
Bergen - Florida;SN50540;02.01.2011 04:00;1,5;-
Bergen - Florida;SN50540;02.01.2011 05:00;1,6;-
Bergen - Florida;SN50540;02.01.2011 06:00;0,8;-
Bergen - Florida;SN50540;02.01.2011 07:00;0,8;-
Bergen - Florida;SN50540;02.01.2011 08:00;1;-
Bergen - Florida;SN50540;02.01.2011 09:00;0,4;-
Bergen - Florida;SN50540;02.01.2011 10:00;0,1;-
Bergen - Florida;SN50540;02.01.2011 11:00;0,2;-
Bergen - Florida;SN50540;02.01.2011 12:00;0,5;-
Bergen - Florida;SN50540;02.01.2011 13:00;0,7;-
Bergen - Florida;SN50540;02.01.2011 14:00;0,2;-
Bergen - Florida;SN50540;02.01.2011 15:00;-0,3;-
Bergen - Florida;SN50540;02.01.2011 16:00;-0,8;-
Bergen - Florida;SN50540;02.01.2011 17:00;-1,5;-
Bergen - Florida;SN50540;02.01.2011 18:00;-2,6;-
Bergen - Florida;SN50540;02.01.2011 19:00;-2,8;-
Bergen - Florida;SN50540;02.01.2011 20:00;-3,1;-
Bergen - Florida;SN50540;02.01.2011 21:00;-3,4;-
Bergen - Florida;SN50540;02.01.2011 22:00;-3,6;-
Bergen - Florida;SN50540;02.01.2011 23:00;-4;-
Bergen - Florida;SN50540;03.01.2011 00:00;-3,9;-
Bergen - Florida;SN50540;03.01.2011 01:00;-3,5;-
Bergen - Florida;SN50540;03.01.2011 02:00;-3,2;-
Bergen - Florida;SN50540;03.01.2011 03:00;-2,3;-
Bergen - Florida;SN50540;03.01.2011 04:00;-2,1;-
Bergen - Florida;SN50540;03.01.2011 05:00;-2;-
Bergen - Florida;SN50540;03.01.2011 06:00;-0,9;-
Bergen - Florida;SN50540;03.01.2011 07:00;-1;-
Bergen - Florida;SN50540;03.01.2011 08:00;-1;-
Bergen - Florida;SN50540;03.01.2011 09:00;-0,8;-
Bergen - Florida;SN50540;03.01.2011 10:00;-0,5;-
Bergen - Florida;SN50540;03.01.2011 11:00;-0,6;-
Bergen - Florida;SN50540;03.01.2011 12:00;-0,5;-
Bergen - Florida;SN50540;03.01.2011 13:00;0;-
Bergen - Florida;SN50540;03.01.2011 14:00;0,4;-
Bergen - Florida;SN50540;03.01.2011 15:00;0,8;-
Bergen - Florida;SN50540;03.01.2011 16:00;0,9;-
Bergen - Florida;SN50540;03.01.2011 17:00;0,9;-
Bergen - Florida;SN50540;03.01.2011 18:00;1,4;-
Bergen - Florida;SN50540;03.01.2011 19:00;1,9;-
Bergen - Florida;SN50540;03.01.2011 20:00;1,9;-
Bergen - Florida;SN50540;03.01.2011 21:00;1,9;-
Bergen - Florida;SN50540;03.01.2011 22:00;1,8;-
Bergen - Florida;SN50540;03.01.2011 23:00;1,7;-
Bergen - Florida;SN50540;04.01.2011 00:00;1,7;-
Bergen - Florida;SN50540;04.01.2011 01:00;1,8;-
Bergen - Florida;SN50540;04.01.2011 02:00;1,8;-
Bergen - Florida;SN50540;04.01.2011 03:00;2;-
Bergen - Florida;SN50540;04.01.2011 04:00;2,1;-
Bergen - Florida;SN50540;04.01.2011 05:00;2,1;-
Bergen - Florida;SN50540;04.01.2011 06:00;2,4;-
Bergen - Florida;SN50540;04.01.2011 07:00;2,7;-
Bergen - Florida;SN50540;04.01.2011 08:00;2,6;-
Bergen - Florida;SN50540;04.01.2011 09:00;2,8;-
Bergen - Florida;SN50540;04.01.2011 10:00;2,9;-
Bergen - Florida;SN50540;04.01.2011 11:00;3,3;-
Bergen - Florida;SN50540;04.01.2011 12:00;3,4;-
Bergen - Florida;SN50540;04.01.2011 13:00;3,6;-
Bergen - Florida;SN50540;04.01.2011 14:00;3,4;-
Bergen - Florida;SN50540;04.01.2011 15:00;3,4;-
Bergen - Florida;SN50540;04.01.2011 16:00;3,6;-
Bergen - Florida;SN50540;04.01.2011 17:00;3,4;-
Bergen - Florida;SN50540;04.01.2011 18:00;3,6;-
Bergen - Florida;SN50540;04.01.2011 19:00;3,8;-
Bergen - Florida;SN50540;04.01.2011 20:00;4,1;-
Bergen - Florida;SN50540;04.01.2011 21:00;4,1;-
Bergen - Florida;SN50540;04.01.2011 22:00;4;-
Bergen - Florida;SN50540;04.01.2011 23:00;3,8;-
Bergen - Florida;SN50540;05.01.2011 00:00;4,1;-
Bergen - Florida;SN50540;05.01.2011 01:00;3,7;-
Bergen - Florida;SN50540;05.01.2011 02:00;4;-
Bergen - Florida;SN50540;05.01.2011 03:00;4,2;-
Bergen - Florida;SN50540;05.01.2011 04:00;4,6;-
Bergen - Florida;SN50540;05.01.2011 05:00;5,2;-
Bergen - Florida;SN50540;05.01.2011 06:00;4,4;-
Bergen - Florida;SN50540;05.01.2011 07:00;3,7;-
Bergen - Florida;SN50540;05.01.2011 08:00;3,5;-
Bergen - Florida;SN50540;05.01.2011 09:00;3,4;-
Bergen - Florida;SN50540;05.01.2011 10:00;3,8;-
Bergen - Florida;SN50540;05.01.2011 11:00;4;-
Bergen - Florida;SN50540;05.01.2011 12:00;4,1;-
Bergen - Florida;SN50540;05.01.2011 13:00;4,1;-
Bergen - Florida;SN50540;05.01.2011 14:00;4,2;-
Bergen - Florida;SN50540;05.01.2011 15:00;4,7;-
Bergen - Florida;SN50540;05.01.2011 16:00;4,5;-
Bergen - Florida;SN50540;05.01.2011 17:00;4;-
Bergen - Florida;SN50540;05.01.2011 18:00;3,3;-
Bergen - Florida;SN50540;05.01.2011 19:00;2,4;-
Bergen - Florida;SN50540;05.01.2011 20:00;2,9;-
Bergen - Florida;SN50540;05.01.2011 21:00;2,9;-
Bergen - Florida;SN50540;05.01.2011 22:00;2,9;-
Bergen - Florida;SN50540;05.01.2011 23:00;2,8;-
Bergen - Florida;SN50540;06.01.2011 00:00;2,9;-
Bergen - Florida;SN50540;06.01.2011 01:00;1,9;-
Bergen - Florida;SN50540;06.01.2011 02:00;2,2;-
Bergen - Florida;SN50540;06.01.2011 03:00;2,9;-
Bergen - Florida;SN50540;06.01.2011 04:00;2,5;-
Bergen - Florida;SN50540;06.01.2011 05:00;3,2;-
Bergen - Florida;SN50540;06.01.2011 06:00;2,1;-
Bergen - Florida;SN50540;06.01.2011 07:00;1,8;-
Bergen - Florida;SN50540;06.01.2011 08:00;2,4;-
Bergen - Florida;SN50540;06.01.2011 09:00;2,2;-
Bergen - Florida;SN50540;06.01.2011 10:00;1;-
Bergen - Florida;SN50540;06.01.2011 11:00;1;-
Bergen - Florida;SN50540;06.01.2011 12:00;1,2;-
Bergen - Florida;SN50540;06.01.2011 13:00;1,3;-
Bergen - Florida;SN50540;06.01.2011 14:00;2;-
Bergen - Florida;SN50540;06.01.2011 15:00;2;-
Bergen - Florida;SN50540;06.01.2011 16:00;1,3;-
Bergen - Florida;SN50540;06.01.2011 17:00;1,5;-
Bergen - Florida;SN50540;06.01.2011 18:00;1,6;-
Bergen - Florida;SN50540;06.01.2011 19:00;0,6;-
Bergen - Florida;SN50540;06.01.2011 20:00;0,9;-
Bergen - Florida;SN50540;06.01.2011 21:00;1,2;-
Bergen - Florida;SN50540;06.01.2011 22:00;1;-
Bergen - Florida;SN50540;06.01.2011 23:00;0,6;-
Bergen - Florida;SN50540;07.01.2011 00:00;0;-
Bergen - Florida;SN50540;07.01.2011 01:00;-0,6;-
Bergen - Florida;SN50540;07.01.2011 02:00;-0,6;-
Bergen - Florida;SN50540;07.01.2011 03:00;-0,8;-
Bergen - Florida;SN50540;07.01.2011 04:00;-0,9;-
Bergen - Florida;SN50540;07.01.2011 05:00;-1,2;-
Bergen - Florida;SN50540;07.01.2011 06:00;-0,5;-
Bergen - Florida;SN50540;07.01.2011 07:00;-0,8;-
Bergen - Florida;SN50540;07.01.2011 08:00;-0,4;-
Bergen - Florida;SN50540;07.01.2011 09:00;0,2;-
Bergen - Florida;SN50540;07.01.2011 10:00;-0,3;-
Bergen - Florida;SN50540;07.01.2011 11:00;-0,5;-
Bergen - Florida;SN50540;07.01.2011 12:00;-1;-
Bergen - Florida;SN50540;07.01.2011 13:00;0;-
Bergen - Florida;SN50540;07.01.2011 14:00;0;-
Bergen - Florida;SN50540;07.01.2011 15:00;0;-
Bergen - Florida;SN50540;07.01.2011 16:00;0,2;-
Bergen - Florida;SN50540;07.01.2011 17:00;0,2;-
Bergen - Florida;SN50540;07.01.2011 18:00;0,7;-
Bergen - Florida;SN50540;07.01.2011 19:00;0,8;-
Bergen - Florida;SN50540;07.01.2011 20:00;1,2;-
Bergen - Florida;SN50540;07.01.2011 21:00;1;-
Bergen - Florida;SN50540;07.01.2011 22:00;1,1;-
Bergen - Florida;SN50540;07.01.2011 23:00;1,2;-
Bergen - Florida;SN50540;08.01.2011 00:00;0,6;-
Bergen - Florida;SN50540;08.01.2011 01:00;0,7;-
Bergen - Florida;SN50540;08.01.2011 02:00;0,1;-
Bergen - Florida;SN50540;08.01.2011 03:00;0,5;-
Bergen - Florida;SN50540;08.01.2011 04:00;0,5;-
Bergen - Florida;SN50540;08.01.2011 05:00;0,5;-
Bergen - Florida;SN50540;08.01.2011 06:00;0,8;-
Bergen - Florida;SN50540;08.01.2011 07:00;1,4;-
Bergen - Florida;SN50540;08.01.2011 08:00;1,8;-
Bergen - Florida;SN50540;08.01.2011 09:00;1,5;-
Bergen - Florida;SN50540;08.01.2011 10:00;1,6;-
Bergen - Florida;SN50540;08.01.2011 11:00;0,9;-
Bergen - Florida;SN50540;08.01.2011 12:00;1,2;-
Bergen - Florida;SN50540;08.01.2011 13:00;1,3;-
Bergen - Florida;SN50540;08.01.2011 14:00;1,6;-
Bergen - Florida;SN50540;08.01.2011 15:00;2,2;-
Bergen - Florida;SN50540;08.01.2011 16:00;2,8;-
Bergen - Florida;SN50540;08.01.2011 17:00;5,4;-
Bergen - Florida;SN50540;08.01.2011 18:00;5,5;-
Bergen - Florida;SN50540;08.01.2011 19:00;6,3;-
Bergen - Florida;SN50540;08.01.2011 20:00;6,6;-
Bergen - Florida;SN50540;08.01.2011 21:00;4,7;-
Bergen - Florida;SN50540;08.01.2011 22:00;4,4;-
Bergen - Florida;SN50540;08.01.2011 23:00;4,1;-
Bergen - Florida;SN50540;09.01.2011 00:00;3,4;-
Bergen - Florida;SN50540;09.01.2011 01:00;2,5;-
Bergen - Florida;SN50540;09.01.2011 02:00;3;-
Bergen - Florida;SN50540;09.01.2011 03:00;3,4;-
Bergen - Florida;SN50540;09.01.2011 04:00;3,4;-
Bergen - Florida;SN50540;09.01.2011 05:00;3,6;-
Bergen - Florida;SN50540;09.01.2011 06:00;3,5;-
Bergen - Florida;SN50540;09.01.2011 07:00;3,2;-
Bergen - Florida;SN50540;09.01.2011 08:00;3,4;-
Bergen - Florida;SN50540;09.01.2011 09:00;2,7;-
Bergen - Florida;SN50540;09.01.2011 10:00;2,6;-
Bergen - Florida;SN50540;09.01.2011 11:00;1,8;-
Bergen - Florida;SN50540;09.01.2011 12:00;1,9;-
Bergen - Florida;SN50540;09.01.2011 13:00;2,1;-
Bergen - Florida;SN50540;09.01.2011 14:00;3,2;-
Bergen - Florida;SN50540;09.01.2011 15:00;4,5;-
Bergen - Florida;SN50540;09.01.2011 16:00;4,4;-
Bergen - Florida;SN50540;09.01.2011 17:00;4;-
Bergen - Florida;SN50540;09.01.2011 18:00;3,3;-
Bergen - Florida;SN50540;09.01.2011 19:00;3,7;-
Bergen - Florida;SN50540;09.01.2011 20:00;3,2;-
Bergen - Florida;SN50540;09.01.2011 21:00;4,1;-
Bergen - Florida;SN50540;09.01.2011 22:00;4;-
Bergen - Florida;SN50540;09.01.2011 23:00;3,8;-
Bergen - Florida;SN50540;10.01.2011 00:00;3,4;-
Bergen - Florida;SN50540;10.01.2011 01:00;3,7;-
Bergen - Florida;SN50540;10.01.2011 02:00;3,8;-
Bergen - Florida;SN50540;10.01.2011 03:00;3,7;-
Bergen - Florida;SN50540;10.01.2011 04:00;3,4;-
Bergen - Florida;SN50540;10.01.2011 05:00;3,5;-
Bergen - Florida;SN50540;10.01.2011 06:00;3,6;-
Bergen - Florida;SN50540;10.01.2011 07:00;3,3;-
Bergen - Florida;SN50540;10.01.2011 08:00;3,1;-
Bergen - Florida;SN50540;10.01.2011 09:00;3,1;-
Bergen - Florida;SN50540;10.01.2011 10:00;3,1;-
Bergen - Florida;SN50540;10.01.2011 11:00;2,2;-
Bergen - Florida;SN50540;10.01.2011 12:00;1,7;-
Bergen - Florida;SN50540;10.01.2011 13:00;1;-
Bergen - Florida;SN50540;10.01.2011 14:00;0,7;-
Bergen - Florida;SN50540;10.01.2011 15:00;1,5;-
Bergen - Florida;SN50540;10.01.2011 16:00;3;-
Bergen - Florida;SN50540;10.01.2011 17:00;3,5;-
Bergen - Florida;SN50540;10.01.2011 18:00;2,9;-
Bergen - Florida;SN50540;10.01.2011 19:00;2,8;-
Bergen - Florida;SN50540;10.01.2011 20:00;2,7;-
Bergen - Florida;SN50540;10.01.2011 21:00;1,6;-
Bergen - Florida;SN50540;10.01.2011 22:00;0,9;-
Bergen - Florida;SN50540;10.01.2011 23:00;0,5;-
Bergen - Florida;SN50540;11.01.2011 00:00;0,4;-
Bergen - Florida;SN50540;11.01.2011 01:00;0,9;-
Bergen - Florida;SN50540;11.01.2011 02:00;1,3;-
Bergen - Florida;SN50540;11.01.2011 03:00;1,6;-
Bergen - Florida;SN50540;11.01.2011 04:00;1,8;-
Bergen - Florida;SN50540;11.01.2011 05:00;2;-
Bergen - Florida;SN50540;11.01.2011 06:00;2,1;-
Bergen - Florida;SN50540;11.01.2011 07:00;2,4;-
Bergen - Florida;SN50540;11.01.2011 08:00;2,4;-
Bergen - Florida;SN50540;11.01.2011 09:00;2,1;-
Bergen - Florida;SN50540;11.01.2011 10:00;1,1;-
Bergen - Florida;SN50540;11.01.2011 11:00;0,9;-
Bergen - Florida;SN50540;11.01.2011 12:00;1,1;-
Bergen - Florida;SN50540;11.01.2011 13:00;0,8;-
Bergen - Florida;SN50540;11.01.2011 14:00;0,8;-
Bergen - Florida;SN50540;11.01.2011 15:00;0,6;-
Bergen - Florida;SN50540;11.01.2011 16:00;0,9;-
Bergen - Florida;SN50540;11.01.2011 17:00;1,1;-
Bergen - Florida;SN50540;11.01.2011 18:00;1,2;-
Bergen - Florida;SN50540;11.01.2011 19:00;1,4;-
Bergen - Florida;SN50540;11.01.2011 20:00;1,4;-
Bergen - Florida;SN50540;11.01.2011 21:00;1;-
Bergen - Florida;SN50540;11.01.2011 22:00;0,4;-
Bergen - Florida;SN50540;11.01.2011 23:00;0,8;-
Bergen - Florida;SN50540;12.01.2011 00:00;0,4;-
Bergen - Florida;SN50540;12.01.2011 01:00;-0,1;-
Bergen - Florida;SN50540;12.01.2011 02:00;0,3;-
Bergen - Florida;SN50540;12.01.2011 03:00;0,1;-
Bergen - Florida;SN50540;12.01.2011 04:00;-0,4;-
Bergen - Florida;SN50540;12.01.2011 05:00;-0,2;-
Bergen - Florida;SN50540;12.01.2011 06:00;-0,4;-
Bergen - Florida;SN50540;12.01.2011 07:00;-0,8;-
Bergen - Florida;SN50540;12.01.2011 08:00;-1;-
Bergen - Florida;SN50540;12.01.2011 09:00;-1,8;-
Bergen - Florida;SN50540;12.01.2011 10:00;-2;-
Bergen - Florida;SN50540;12.01.2011 11:00;-1,8;-
Bergen - Florida;SN50540;12.01.2011 12:00;-1,2;-
Bergen - Florida;SN50540;12.01.2011 13:00;-0,9;-
Bergen - Florida;SN50540;12.01.2011 14:00;-0,3;-
Bergen - Florida;SN50540;12.01.2011 15:00;-0,1;-
Bergen - Florida;SN50540;12.01.2011 16:00;-0,3;-
Bergen - Florida;SN50540;12.01.2011 17:00;-0,8;-
Bergen - Florida;SN50540;12.01.2011 18:00;-1,1;-
Bergen - Florida;SN50540;12.01.2011 19:00;-1,7;-
Bergen - Florida;SN50540;12.01.2011 20:00;-1,7;-
Bergen - Florida;SN50540;12.01.2011 21:00;-1,8;-
Bergen - Florida;SN50540;12.01.2011 22:00;-2,1;-
Bergen - Florida;SN50540;12.01.2011 23:00;-2;-
Bergen - Florida;SN50540;13.01.2011 00:00;-1,8;-
Bergen - Florida;SN50540;13.01.2011 01:00;-1,6;-
Bergen - Florida;SN50540;13.01.2011 02:00;-1,6;-
Bergen - Florida;SN50540;13.01.2011 03:00;-1,5;-
Bergen - Florida;SN50540;13.01.2011 04:00;-1,4;-
Bergen - Florida;SN50540;13.01.2011 05:00;-1,2;-
Bergen - Florida;SN50540;13.01.2011 06:00;-1;-
Bergen - Florida;SN50540;13.01.2011 07:00;-0,7;-
Bergen - Florida;SN50540;13.01.2011 08:00;-0,3;-
Bergen - Florida;SN50540;13.01.2011 09:00;0;-
Bergen - Florida;SN50540;13.01.2011 10:00;0,1;-
Bergen - Florida;SN50540;13.01.2011 11:00;0,1;-
Bergen - Florida;SN50540;13.01.2011 12:00;0,4;-
Bergen - Florida;SN50540;13.01.2011 13:00;0,4;-
Bergen - Florida;SN50540;13.01.2011 14:00;0,3;-
Bergen - Florida;SN50540;13.01.2011 15:00;0,4;-
Bergen - Florida;SN50540;13.01.2011 16:00;0,4;-
Bergen - Florida;SN50540;13.01.2011 17:00;0,5;-
Bergen - Florida;SN50540;13.01.2011 18:00;0,5;-
Bergen - Florida;SN50540;13.01.2011 19:00;0,9;-
Bergen - Florida;SN50540;13.01.2011 20:00;1;-
Bergen - Florida;SN50540;13.01.2011 21:00;1,2;-
Bergen - Florida;SN50540;13.01.2011 22:00;1,2;-
Bergen - Florida;SN50540;13.01.2011 23:00;1,3;-
Bergen - Florida;SN50540;14.01.2011 00:00;1,9;-
Bergen - Florida;SN50540;14.01.2011 01:00;2,2;-
Bergen - Florida;SN50540;14.01.2011 02:00;2,2;-
Bergen - Florida;SN50540;14.01.2011 03:00;2,3;-
Bergen - Florida;SN50540;14.01.2011 04:00;2,4;-
Bergen - Florida;SN50540;14.01.2011 05:00;2,5;-
Bergen - Florida;SN50540;14.01.2011 06:00;2,7;-
Bergen - Florida;SN50540;14.01.2011 07:00;3,2;-
Bergen - Florida;SN50540;14.01.2011 08:00;3,4;-
Bergen - Florida;SN50540;14.01.2011 09:00;3,3;-
Bergen - Florida;SN50540;14.01.2011 10:00;3,1;-
Bergen - Florida;SN50540;14.01.2011 11:00;3,1;-
Bergen - Florida;SN50540;14.01.2011 12:00;3,3;-
Bergen - Florida;SN50540;14.01.2011 13:00;3,7;-
Bergen - Florida;SN50540;14.01.2011 14:00;3,7;-
Bergen - Florida;SN50540;14.01.2011 15:00;3,3;-
Bergen - Florida;SN50540;14.01.2011 16:00;3;-
Bergen - Florida;SN50540;14.01.2011 17:00;2,8;-
Bergen - Florida;SN50540;14.01.2011 18:00;2,9;-
Bergen - Florida;SN50540;14.01.2011 19:00;3,3;-
Bergen - Florida;SN50540;14.01.2011 20:00;3,3;-
Bergen - Florida;SN50540;14.01.2011 21:00;2,9;-
Bergen - Florida;SN50540;14.01.2011 22:00;2,5;-
Bergen - Florida;SN50540;14.01.2011 23:00;2,9;-
Bergen - Florida;SN50540;15.01.2011 00:00;2,8;-
Bergen - Florida;SN50540;15.01.2011 01:00;3;-
Bergen - Florida;SN50540;15.01.2011 02:00;3,5;-
Bergen - Florida;SN50540;15.01.2011 03:00;4;-
Bergen - Florida;SN50540;15.01.2011 04:00;3,3;-
Bergen - Florida;SN50540;15.01.2011 05:00;3;-
Bergen - Florida;SN50540;15.01.2011 06:00;3,1;-
Bergen - Florida;SN50540;15.01.2011 07:00;3,3;-
Bergen - Florida;SN50540;15.01.2011 08:00;3,1;-
Bergen - Florida;SN50540;15.01.2011 09:00;3,1;-
Bergen - Florida;SN50540;15.01.2011 10:00;3,7;-
Bergen - Florida;SN50540;15.01.2011 11:00;4,1;-
Bergen - Florida;SN50540;15.01.2011 12:00;4,5;-
Bergen - Florida;SN50540;15.01.2011 13:00;3,8;-
Bergen - Florida;SN50540;15.01.2011 14:00;4,2;-
Bergen - Florida;SN50540;15.01.2011 15:00;4,9;-
Bergen - Florida;SN50540;15.01.2011 16:00;4,8;-
Bergen - Florida;SN50540;15.01.2011 17:00;5,5;-
Bergen - Florida;SN50540;15.01.2011 18:00;5,8;-
Bergen - Florida;SN50540;15.01.2011 19:00;5;-
Bergen - Florida;SN50540;15.01.2011 20:00;4,9;-
Bergen - Florida;SN50540;15.01.2011 21:00;5,3;-
Bergen - Florida;SN50540;15.01.2011 22:00;5,5;-
Bergen - Florida;SN50540;15.01.2011 23:00;6,1;-
Bergen - Florida;SN50540;16.01.2011 00:00;6,3;-
Bergen - Florida;SN50540;16.01.2011 01:00;6,2;-
Bergen - Florida;SN50540;16.01.2011 02:00;6,3;-
Bergen - Florida;SN50540;16.01.2011 03:00;6,6;-
Bergen - Florida;SN50540;16.01.2011 04:00;7,3;-
Bergen - Florida;SN50540;16.01.2011 05:00;7,6;-
Bergen - Florida;SN50540;16.01.2011 06:00;7,5;-
Bergen - Florida;SN50540;16.01.2011 07:00;7,4;-
Bergen - Florida;SN50540;16.01.2011 08:00;7,3;-
Bergen - Florida;SN50540;16.01.2011 09:00;7;-
Bergen - Florida;SN50540;16.01.2011 10:00;6,9;-
Bergen - Florida;SN50540;16.01.2011 11:00;6,6;-
Bergen - Florida;SN50540;16.01.2011 12:00;6,9;-
Bergen - Florida;SN50540;16.01.2011 13:00;7,1;-
Bergen - Florida;SN50540;16.01.2011 14:00;7,2;-
Bergen - Florida;SN50540;16.01.2011 15:00;6,8;-
Bergen - Florida;SN50540;16.01.2011 16:00;7;-
Bergen - Florida;SN50540;16.01.2011 17:00;7,1;-
Bergen - Florida;SN50540;16.01.2011 18:00;7,4;-
Bergen - Florida;SN50540;16.01.2011 19:00;7,7;-
Bergen - Florida;SN50540;16.01.2011 20:00;7,1;-
Bergen - Florida;SN50540;16.01.2011 21:00;6,7;-
Bergen - Florida;SN50540;16.01.2011 22:00;6,6;-
Bergen - Florida;SN50540;16.01.2011 23:00;6,5;-
Bergen - Florida;SN50540;17.01.2011 00:00;6,4;-
Bergen - Florida;SN50540;17.01.2011 01:00;6,2;-
Bergen - Florida;SN50540;17.01.2011 02:00;6;-
Bergen - Florida;SN50540;17.01.2011 03:00;6;-
Bergen - Florida;SN50540;17.01.2011 04:00;6,2;-
Bergen - Florida;SN50540;17.01.2011 05:00;6,2;-
Bergen - Florida;SN50540;17.01.2011 06:00;6,1;-
Bergen - Florida;SN50540;17.01.2011 07:00;6,3;-
Bergen - Florida;SN50540;17.01.2011 08:00;5,9;-
Bergen - Florida;SN50540;17.01.2011 09:00;5,8;-
Bergen - Florida;SN50540;17.01.2011 10:00;5,8;-
Bergen - Florida;SN50540;17.01.2011 11:00;5,8;-
Bergen - Florida;SN50540;17.01.2011 12:00;6,1;-
Bergen - Florida;SN50540;17.01.2011 13:00;6;-
Bergen - Florida;SN50540;17.01.2011 14:00;6;-
Bergen - Florida;SN50540;17.01.2011 15:00;5,9;-
Bergen - Florida;SN50540;17.01.2011 16:00;5,8;-
Bergen - Florida;SN50540;17.01.2011 17:00;5,3;-
Bergen - Florida;SN50540;17.01.2011 18:00;5,5;-
Bergen - Florida;SN50540;17.01.2011 19:00;5,1;-
Bergen - Florida;SN50540;17.01.2011 20:00;5,1;-
Bergen - Florida;SN50540;17.01.2011 21:00;5,1;-
Bergen - Florida;SN50540;17.01.2011 22:00;5;-
Bergen - Florida;SN50540;17.01.2011 23:00;4,9;-
Bergen - Florida;SN50540;18.01.2011 00:00;4,5;-
Bergen - Florida;SN50540;18.01.2011 01:00;4,5;-
Bergen - Florida;SN50540;18.01.2011 02:00;4,2;-
Bergen - Florida;SN50540;18.01.2011 03:00;4,1;-
Bergen - Florida;SN50540;18.01.2011 04:00;4,2;-
Bergen - Florida;SN50540;18.01.2011 05:00;3,8;-
Bergen - Florida;SN50540;18.01.2011 06:00;3,2;-
Bergen - Florida;SN50540;18.01.2011 07:00;2,9;-
Bergen - Florida;SN50540;18.01.2011 08:00;3,4;-
Bergen - Florida;SN50540;18.01.2011 09:00;2,9;-
Bergen - Florida;SN50540;18.01.2011 10:00;2,7;-
Bergen - Florida;SN50540;18.01.2011 11:00;2,8;-
Bergen - Florida;SN50540;18.01.2011 12:00;2,9;-
Bergen - Florida;SN50540;18.01.2011 13:00;3,8;-
Bergen - Florida;SN50540;18.01.2011 14:00;4;-
Bergen - Florida;SN50540;18.01.2011 15:00;3,4;-
Bergen - Florida;SN50540;18.01.2011 16:00;1,8;-
Bergen - Florida;SN50540;18.01.2011 17:00;1,9;-
Bergen - Florida;SN50540;18.01.2011 18:00;2,1;-
Bergen - Florida;SN50540;18.01.2011 19:00;1,7;-
Bergen - Florida;SN50540;18.01.2011 20:00;1,7;-
Bergen - Florida;SN50540;18.01.2011 21:00;1,7;-
Bergen - Florida;SN50540;18.01.2011 22:00;1,9;-
Bergen - Florida;SN50540;18.01.2011 23:00;1,6;-
Bergen - Florida;SN50540;19.01.2011 00:00;1,9;-
Bergen - Florida;SN50540;19.01.2011 01:00;1,5;-
Bergen - Florida;SN50540;19.01.2011 02:00;1,4;-
Bergen - Florida;SN50540;19.01.2011 03:00;1,5;-
Bergen - Florida;SN50540;19.01.2011 04:00;1,5;-
Bergen - Florida;SN50540;19.01.2011 05:00;1,8;-
Bergen - Florida;SN50540;19.01.2011 06:00;1,5;-
Bergen - Florida;SN50540;19.01.2011 07:00;1,3;-
Bergen - Florida;SN50540;19.01.2011 08:00;0,9;-
Bergen - Florida;SN50540;19.01.2011 09:00;1;-
Bergen - Florida;SN50540;19.01.2011 10:00;1,3;-
Bergen - Florida;SN50540;19.01.2011 11:00;1,1;-
Bergen - Florida;SN50540;19.01.2011 12:00;2,1;-
Bergen - Florida;SN50540;19.01.2011 13:00;2,6;-
Bergen - Florida;SN50540;19.01.2011 14:00;2,4;-
Bergen - Florida;SN50540;19.01.2011 15:00;2,4;-
Bergen - Florida;SN50540;19.01.2011 16:00;2,1;-
Bergen - Florida;SN50540;19.01.2011 17:00;1,8;-
Bergen - Florida;SN50540;19.01.2011 18:00;1,5;-
