Navn;Stasjon;Tid(norsk normaltid);Lufttemperatur;Nedbør (1 t)
Bergen - Florida;SN50540;23.01.2013 15:00;-1,3;0
Bergen - Florida;SN50540;23.01.2013 16:00;-2,1;0
Bergen - Florida;SN50540;23.01.2013 17:00;-3;0
Bergen - Florida;SN50540;23.01.2013 18:00;-3,9;0
Bergen - Florida;SN50540;23.01.2013 19:00;-5,1;0
Bergen - Florida;SN50540;23.01.2013 20:00;-5,7;0
Bergen - Florida;SN50540;23.01.2013 21:00;-5,7;0
Bergen - Florida;SN50540;23.01.2013 22:00;-5,7;0
Bergen - Florida;SN50540;23.01.2013 23:00;-5,4;0
Bergen - Florida;SN50540;24.01.2013 00:00;-5,2;0
Bergen - Florida;SN50540;24.01.2013 01:00;-4,6;0
Bergen - Florida;SN50540;24.01.2013 02:00;-4,6;0
Bergen - Florida;SN50540;24.01.2013 03:00;-5,2;0
Bergen - Florida;SN50540;24.01.2013 04:00;-4,5;0
Bergen - Florida;SN50540;24.01.2013 05:00;-3,9;0
Bergen - Florida;SN50540;24.01.2013 06:00;-3,9;0
Bergen - Florida;SN50540;24.01.2013 07:00;-3,1;0
Bergen - Florida;SN50540;24.01.2013 08:00;-2,6;0
Bergen - Florida;SN50540;24.01.2013 09:00;-2,4;0
Bergen - Florida;SN50540;24.01.2013 10:00;-2,4;0
Bergen - Florida;SN50540;24.01.2013 11:00;-1,9;0
Bergen - Florida;SN50540;24.01.2013 12:00;-2,2;0
Bergen - Florida;SN50540;24.01.2013 13:00;-1,3;0
Bergen - Florida;SN50540;24.01.2013 14:00;-0,9;0
Bergen - Florida;SN50540;24.01.2013 15:00;-0,1;0
Bergen - Florida;SN50540;24.01.2013 16:00;0,1;0
Bergen - Florida;SN50540;24.01.2013 17:00;0,2;0
Bergen - Florida;SN50540;24.01.2013 18:00;0,3;0
Bergen - Florida;SN50540;24.01.2013 19:00;0,1;0
Bergen - Florida;SN50540;24.01.2013 20:00;0,2;0
Bergen - Florida;SN50540;24.01.2013 21:00;0,1;0
Bergen - Florida;SN50540;24.01.2013 22:00;-0,1;0
Bergen - Florida;SN50540;24.01.2013 23:00;-0,1;0,1
Bergen - Florida;SN50540;25.01.2013 00:00;-0,6;0
Bergen - Florida;SN50540;25.01.2013 01:00;-0,9;0
Bergen - Florida;SN50540;25.01.2013 02:00;-0,7;0
Bergen - Florida;SN50540;25.01.2013 03:00;-0,5;0
Bergen - Florida;SN50540;25.01.2013 04:00;-0,5;0
Bergen - Florida;SN50540;25.01.2013 05:00;-0,4;0
Bergen - Florida;SN50540;25.01.2013 06:00;-0,5;0
Bergen - Florida;SN50540;25.01.2013 07:00;-0,1;0
Bergen - Florida;SN50540;25.01.2013 08:00;0;0
Bergen - Florida;SN50540;25.01.2013 09:00;0,1;0
Bergen - Florida;SN50540;25.01.2013 10:00;0,2;0
Bergen - Florida;SN50540;25.01.2013 11:00;0,5;0
Bergen - Florida;SN50540;25.01.2013 12:00;0,8;0
Bergen - Florida;SN50540;25.01.2013 13:00;1;0
Bergen - Florida;SN50540;25.01.2013 14:00;1;0
Bergen - Florida;SN50540;25.01.2013 15:00;1;0
Bergen - Florida;SN50540;25.01.2013 16:00;0,8;0
Bergen - Florida;SN50540;25.01.2013 17:00;0,6;0
Bergen - Florida;SN50540;25.01.2013 18:00;0,1;0,1
Bergen - Florida;SN50540;25.01.2013 19:00;-0,1;0,2
Bergen - Florida;SN50540;25.01.2013 20:00;0;0,4
Bergen - Florida;SN50540;25.01.2013 21:00;0,1;0,4
Bergen - Florida;SN50540;25.01.2013 22:00;0,4;0,2
Bergen - Florida;SN50540;25.01.2013 23:00;0,7;0
Bergen - Florida;SN50540;26.01.2013 00:00;0,2;0,1
Bergen - Florida;SN50540;26.01.2013 01:00;0,7;0
Bergen - Florida;SN50540;26.01.2013 02:00;0,2;0,2
Bergen - Florida;SN50540;26.01.2013 03:00;0,5;0,3
Bergen - Florida;SN50540;26.01.2013 04:00;0,8;0,2
Bergen - Florida;SN50540;26.01.2013 05:00;0,7;0,4
Bergen - Florida;SN50540;26.01.2013 06:00;1,3;0,1
Bergen - Florida;SN50540;26.01.2013 07:00;1,3;0
Bergen - Florida;SN50540;26.01.2013 08:00;1,6;0
Bergen - Florida;SN50540;26.01.2013 09:00;1,4;0
Bergen - Florida;SN50540;26.01.2013 10:00;1,9;0
Bergen - Florida;SN50540;26.01.2013 11:00;2,2;0
Bergen - Florida;SN50540;26.01.2013 12:00;2,4;0
Bergen - Florida;SN50540;26.01.2013 13:00;2,7;0
Bergen - Florida;SN50540;26.01.2013 14:00;2,6;0
Bergen - Florida;SN50540;26.01.2013 15:00;2;0
Bergen - Florida;SN50540;26.01.2013 16:00;1,6;0
Bergen - Florida;SN50540;26.01.2013 17:00;1,5;0,1
Bergen - Florida;SN50540;26.01.2013 18:00;2,1;0
Bergen - Florida;SN50540;26.01.2013 19:00;2,5;0
Bergen - Florida;SN50540;26.01.2013 20:00;2,2;0
Bergen - Florida;SN50540;26.01.2013 21:00;2,5;0
Bergen - Florida;SN50540;26.01.2013 22:00;3,1;0
Bergen - Florida;SN50540;26.01.2013 23:00;3,1;0
Bergen - Florida;SN50540;27.01.2013 00:00;3,1;0
Bergen - Florida;SN50540;27.01.2013 01:00;3,1;0
Bergen - Florida;SN50540;27.01.2013 02:00;2,1;0
Bergen - Florida;SN50540;27.01.2013 03:00;2,6;0
Bergen - Florida;SN50540;27.01.2013 04:00;3,7;0
Bergen - Florida;SN50540;27.01.2013 05:00;3,5;0
Bergen - Florida;SN50540;27.01.2013 06:00;4;0
Bergen - Florida;SN50540;27.01.2013 07:00;4,1;0
Bergen - Florida;SN50540;27.01.2013 08:00;4,2;0
Bergen - Florida;SN50540;27.01.2013 09:00;4,7;0
Bergen - Florida;SN50540;27.01.2013 10:00;1,9;0,1
Bergen - Florida;SN50540;27.01.2013 11:00;3,5;0,5
Bergen - Florida;SN50540;27.01.2013 12:00;4,9;0
Bergen - Florida;SN50540;27.01.2013 13:00;4,7;0,1
Bergen - Florida;SN50540;27.01.2013 14:00;4,1;0,9
Bergen - Florida;SN50540;27.01.2013 15:00;3,6;1,2
Bergen - Florida;SN50540;27.01.2013 16:00;3,9;0,4
Bergen - Florida;SN50540;27.01.2013 17:00;3,5;0,9
Bergen - Florida;SN50540;27.01.2013 18:00;4,3;0,4
Bergen - Florida;SN50540;27.01.2013 19:00;4,7;0
Bergen - Florida;SN50540;27.01.2013 20:00;3,9;0
Bergen - Florida;SN50540;27.01.2013 21:00;3,5;0,4
Bergen - Florida;SN50540;27.01.2013 22:00;3,8;0
Bergen - Florida;SN50540;27.01.2013 23:00;3,5;0
Bergen - Florida;SN50540;28.01.2013 00:00;2,9;0,6
Bergen - Florida;SN50540;28.01.2013 01:00;2,8;0
Bergen - Florida;SN50540;28.01.2013 02:00;1,9;2,3
Bergen - Florida;SN50540;28.01.2013 03:00;2,5;0,1
Bergen - Florida;SN50540;28.01.2013 04:00;2,8;1,5
Bergen - Florida;SN50540;28.01.2013 05:00;3,2;0
Bergen - Florida;SN50540;28.01.2013 06:00;3,5;0
Bergen - Florida;SN50540;28.01.2013 07:00;4,3;0
Bergen - Florida;SN50540;28.01.2013 08:00;4,5;0,1
Bergen - Florida;SN50540;28.01.2013 09:00;4,8;0
Bergen - Florida;SN50540;28.01.2013 10:00;5;0
Bergen - Florida;SN50540;28.01.2013 11:00;5,2;0
Bergen - Florida;SN50540;28.01.2013 12:00;5,5;0
Bergen - Florida;SN50540;28.01.2013 13:00;5,1;0,2
Bergen - Florida;SN50540;28.01.2013 14:00;3,5;3,7
Bergen - Florida;SN50540;28.01.2013 15:00;4,6;2,1
Bergen - Florida;SN50540;28.01.2013 16:00;5,1;0
Bergen - Florida;SN50540;28.01.2013 17:00;5,1;0,1
Bergen - Florida;SN50540;28.01.2013 18:00;5,1;0
Bergen - Florida;SN50540;28.01.2013 19:00;5,1;0
Bergen - Florida;SN50540;28.01.2013 20:00;5;0
Bergen - Florida;SN50540;28.01.2013 21:00;4,9;0
Bergen - Florida;SN50540;28.01.2013 22:00;4,8;0
Bergen - Florida;SN50540;28.01.2013 23:00;5;0
Bergen - Florida;SN50540;29.01.2013 00:00;5,1;0
Bergen - Florida;SN50540;29.01.2013 01:00;5,4;0
Bergen - Florida;SN50540;29.01.2013 02:00;4,8;0
Bergen - Florida;SN50540;29.01.2013 03:00;6;0
Bergen - Florida;SN50540;29.01.2013 04:00;6,4;0
Bergen - Florida;SN50540;29.01.2013 05:00;6,2;0
Bergen - Florida;SN50540;29.01.2013 06:00;5,8;0
Bergen - Florida;SN50540;29.01.2013 07:00;5,9;0
Bergen - Florida;SN50540;29.01.2013 08:00;5,6;0
Bergen - Florida;SN50540;29.01.2013 09:00;5,4;0,6
Bergen - Florida;SN50540;29.01.2013 10:00;5,3;1,1
Bergen - Florida;SN50540;29.01.2013 11:00;5,4;0,3
Bergen - Florida;SN50540;29.01.2013 12:00;5,5;0,3
Bergen - Florida;SN50540;29.01.2013 13:00;5,2;0,1
Bergen - Florida;SN50540;29.01.2013 14:00;5,3;0,6
Bergen - Florida;SN50540;29.01.2013 15:00;5,4;0,3
Bergen - Florida;SN50540;29.01.2013 16:00;5,7;0
Bergen - Florida;SN50540;29.01.2013 17:00;5,4;0,4
Bergen - Florida;SN50540;29.01.2013 18:00;5,3;0,1
Bergen - Florida;SN50540;29.01.2013 19:00;5,6;0,2
Bergen - Florida;SN50540;29.01.2013 20:00;5,5;0
Bergen - Florida;SN50540;29.01.2013 21:00;5,6;0
Bergen - Florida;SN50540;29.01.2013 22:00;6;0
Bergen - Florida;SN50540;29.01.2013 23:00;6,7;0
Bergen - Florida;SN50540;30.01.2013 00:00;5,5;1,4
Bergen - Florida;SN50540;30.01.2013 01:00;4,2;2,2
Bergen - Florida;SN50540;30.01.2013 02:00;5,4;1,5
Bergen - Florida;SN50540;30.01.2013 03:00;6,3;0,1
Bergen - Florida;SN50540;30.01.2013 04:00;6,2;1
Bergen - Florida;SN50540;30.01.2013 05:00;5,6;2,1
Bergen - Florida;SN50540;30.01.2013 06:00;5,6;1,2
Bergen - Florida;SN50540;30.01.2013 07:00;5,8;0,1
Bergen - Florida;SN50540;30.01.2013 08:00;6;0
Bergen - Florida;SN50540;30.01.2013 09:00;6;0
Bergen - Florida;SN50540;30.01.2013 10:00;5,8;0,3
Bergen - Florida;SN50540;30.01.2013 11:00;4,5;3,6
Bergen - Florida;SN50540;30.01.2013 12:00;4,5;4,5
Bergen - Florida;SN50540;30.01.2013 13:00;4,6;2,9
Bergen - Florida;SN50540;30.01.2013 14:00;4,4;5,1
Bergen - Florida;SN50540;30.01.2013 15:00;5,3;3,8
Bergen - Florida;SN50540;30.01.2013 16:00;5,6;3,7
Bergen - Florida;SN50540;30.01.2013 17:00;6,3;0,1
Bergen - Florida;SN50540;30.01.2013 18:00;6;0,1
Bergen - Florida;SN50540;30.01.2013 19:00;5,5;1,1
Bergen - Florida;SN50540;30.01.2013 20:00;6;0,5
Bergen - Florida;SN50540;30.01.2013 21:00;6,5;1,6
Bergen - Florida;SN50540;30.01.2013 22:00;5,5;1,5
Bergen - Florida;SN50540;30.01.2013 23:00;4,5;0,2
Bergen - Florida;SN50540;31.01.2013 00:00;4,9;0,6
Bergen - Florida;SN50540;31.01.2013 01:00;4,5;0
Bergen - Florida;SN50540;31.01.2013 02:00;4,4;0
Bergen - Florida;SN50540;31.01.2013 03:00;4,4;0
Bergen - Florida;SN50540;31.01.2013 04:00;4,3;0
Bergen - Florida;SN50540;31.01.2013 05:00;4;0
Bergen - Florida;SN50540;31.01.2013 06:00;3,3;0
Bergen - Florida;SN50540;31.01.2013 07:00;2,9;0
Bergen - Florida;SN50540;31.01.2013 08:00;1,7;0
Bergen - Florida;SN50540;31.01.2013 09:00;1,5;0
Bergen - Florida;SN50540;31.01.2013 10:00;1,2;0
Bergen - Florida;SN50540;31.01.2013 11:00;2;0
Bergen - Florida;SN50540;31.01.2013 12:00;3,5;0
Bergen - Florida;SN50540;31.01.2013 13:00;4,7;0
Bergen - Florida;SN50540;31.01.2013 14:00;3,9;0
Bergen - Florida;SN50540;31.01.2013 15:00;3,5;0
Bergen - Florida;SN50540;31.01.2013 16:00;3,1;0
Bergen - Florida;SN50540;31.01.2013 17:00;1,6;0
Bergen - Florida;SN50540;31.01.2013 18:00;0,9;0
Bergen - Florida;SN50540;31.01.2013 19:00;0;0
Bergen - Florida;SN50540;31.01.2013 20:00;-0,5;0
Bergen - Florida;SN50540;31.01.2013 21:00;-0,8;0
Bergen - Florida;SN50540;31.01.2013 22:00;-1;0
Bergen - Florida;SN50540;31.01.2013 23:00;-1,2;0
Bergen - Florida;SN50540;01.02.2013 00:00;-1,5;0
Bergen - Florida;SN50540;01.02.2013 01:00;-1,7;0
Bergen - Florida;SN50540;01.02.2013 02:00;-1,6;0
Bergen - Florida;SN50540;01.02.2013 03:00;-1,3;0
Bergen - Florida;SN50540;01.02.2013 04:00;-1,3;0
Bergen - Florida;SN50540;01.02.2013 05:00;-1,9;0
Bergen - Florida;SN50540;01.02.2013 06:00;-2,2;0
Bergen - Florida;SN50540;01.02.2013 07:00;-2,4;0
Bergen - Florida;SN50540;01.02.2013 08:00;-2,5;0
Bergen - Florida;SN50540;01.02.2013 09:00;-1,8;0
Bergen - Florida;SN50540;01.02.2013 10:00;-1,4;0
Bergen - Florida;SN50540;01.02.2013 11:00;-0,1;0
Bergen - Florida;SN50540;01.02.2013 12:00;0,8;0
Bergen - Florida;SN50540;01.02.2013 13:00;1,4;0
Bergen - Florida;SN50540;01.02.2013 14:00;1,8;0
Bergen - Florida;SN50540;01.02.2013 15:00;0,7;0
Bergen - Florida;SN50540;01.02.2013 16:00;0,9;0
Bergen - Florida;SN50540;01.02.2013 17:00;0,6;0
Bergen - Florida;SN50540;01.02.2013 18:00;-0,3;0
Bergen - Florida;SN50540;01.02.2013 19:00;-0,4;0
Bergen - Florida;SN50540;01.02.2013 20:00;-0,9;0
Bergen - Florida;SN50540;01.02.2013 21:00;-1,3;0
Bergen - Florida;SN50540;01.02.2013 22:00;-2;0
Bergen - Florida;SN50540;01.02.2013 23:00;-2,7;0
Bergen - Florida;SN50540;02.02.2013 00:00;-2,7;0
Bergen - Florida;SN50540;02.02.2013 01:00;-2,7;0
Bergen - Florida;SN50540;02.02.2013 02:00;-1,9;0,1
Bergen - Florida;SN50540;02.02.2013 03:00;-2,1;0
Bergen - Florida;SN50540;02.02.2013 04:00;-1,6;0
Bergen - Florida;SN50540;02.02.2013 05:00;-1,2;0,8
Bergen - Florida;SN50540;02.02.2013 06:00;-0,9;1
Bergen - Florida;SN50540;02.02.2013 07:00;-0,7;0,1
Bergen - Florida;SN50540;02.02.2013 08:00;0,4;0
Bergen - Florida;SN50540;02.02.2013 09:00;0,8;0
Bergen - Florida;SN50540;02.02.2013 10:00;1,1;0
Bergen - Florida;SN50540;02.02.2013 11:00;2,7;0
Bergen - Florida;SN50540;02.02.2013 12:00;2,9;0
Bergen - Florida;SN50540;02.02.2013 13:00;3,3;0
Bergen - Florida;SN50540;02.02.2013 14:00;3,1;0
Bergen - Florida;SN50540;02.02.2013 15:00;2,9;0
Bergen - Florida;SN50540;02.02.2013 16:00;2,6;0,1
Bergen - Florida;SN50540;02.02.2013 17:00;2,9;0
Bergen - Florida;SN50540;02.02.2013 18:00;2,7;0
Bergen - Florida;SN50540;02.02.2013 19:00;2,7;0
Bergen - Florida;SN50540;02.02.2013 20:00;2;0
Bergen - Florida;SN50540;02.02.2013 21:00;1,7;0
Bergen - Florida;SN50540;02.02.2013 22:00;1,6;0
Bergen - Florida;SN50540;02.02.2013 23:00;1,4;0
Bergen - Florida;SN50540;03.02.2013 00:00;0,9;0
Bergen - Florida;SN50540;03.02.2013 01:00;0,8;0
Bergen - Florida;SN50540;03.02.2013 02:00;0,8;0
Bergen - Florida;SN50540;03.02.2013 03:00;0,9;0
Bergen - Florida;SN50540;03.02.2013 04:00;0,8;0
Bergen - Florida;SN50540;03.02.2013 05:00;1,1;0
Bergen - Florida;SN50540;03.02.2013 06:00;1,2;0
Bergen - Florida;SN50540;03.02.2013 07:00;1,3;0
Bergen - Florida;SN50540;03.02.2013 08:00;1,5;0
Bergen - Florida;SN50540;03.02.2013 09:00;1;0
Bergen - Florida;SN50540;03.02.2013 10:00;1,2;0,1
Bergen - Florida;SN50540;03.02.2013 11:00;1,8;0,1
Bergen - Florida;SN50540;03.02.2013 12:00;1,1;0,3
Bergen - Florida;SN50540;03.02.2013 13:00;1;0,7
Bergen - Florida;SN50540;03.02.2013 14:00;1,2;0,7
Bergen - Florida;SN50540;03.02.2013 15:00;1,6;1,6
Bergen - Florida;SN50540;03.02.2013 16:00;1,8;0,9
Bergen - Florida;SN50540;03.02.2013 17:00;1,8;0,6
Bergen - Florida;SN50540;03.02.2013 18:00;1,6;0,4
Bergen - Florida;SN50540;03.02.2013 19:00;1,4;0,7
Bergen - Florida;SN50540;03.02.2013 20:00;1,2;1,2
Bergen - Florida;SN50540;03.02.2013 21:00;1,8;0
Bergen - Florida;SN50540;03.02.2013 22:00;2;0,1
Bergen - Florida;SN50540;03.02.2013 23:00;2;0
Bergen - Florida;SN50540;04.02.2013 00:00;1,7;0,6
Bergen - Florida;SN50540;04.02.2013 01:00;2;0
Bergen - Florida;SN50540;04.02.2013 02:00;2,6;0
Bergen - Florida;SN50540;04.02.2013 03:00;2,8;0,1
Bergen - Florida;SN50540;04.02.2013 04:00;3,1;0,3
Bergen - Florida;SN50540;04.02.2013 05:00;3;0,8
Bergen - Florida;SN50540;04.02.2013 06:00;2,5;0,9
Bergen - Florida;SN50540;04.02.2013 07:00;1;3
Bergen - Florida;SN50540;04.02.2013 08:00;1;3,3
Bergen - Florida;SN50540;04.02.2013 09:00;1,3;3,5
Bergen - Florida;SN50540;04.02.2013 10:00;2,4;0,1
Bergen - Florida;SN50540;04.02.2013 11:00;4,1;1,2
Bergen - Florida;SN50540;04.02.2013 12:00;3,7;0
Bergen - Florida;SN50540;04.02.2013 13:00;3,8;0,5
Bergen - Florida;SN50540;04.02.2013 14:00;4;0,1
Bergen - Florida;SN50540;04.02.2013 15:00;4,2;0,1
Bergen - Florida;SN50540;04.02.2013 16:00;3,9;0,5
Bergen - Florida;SN50540;04.02.2013 17:00;3,3;0,2
Bergen - Florida;SN50540;04.02.2013 18:00;1,6;3,3
Bergen - Florida;SN50540;04.02.2013 19:00;1,7;1,7
Bergen - Florida;SN50540;04.02.2013 20:00;3,3;0,8
Bergen - Florida;SN50540;04.02.2013 21:00;2;0,9
Bergen - Florida;SN50540;04.02.2013 22:00;1,4;0,9
Bergen - Florida;SN50540;04.02.2013 23:00;1,9;1,8
Bergen - Florida;SN50540;05.02.2013 00:00;1,7;0,4
Bergen - Florida;SN50540;05.02.2013 01:00;2;0,4
Bergen - Florida;SN50540;05.02.2013 02:00;2,3;0,2
Bergen - Florida;SN50540;05.02.2013 03:00;2,1;1
Bergen - Florida;SN50540;05.02.2013 04:00;2,3;0
Bergen - Florida;SN50540;05.02.2013 05:00;2,3;0,5
Bergen - Florida;SN50540;05.02.2013 06:00;2,2;0
Bergen - Florida;SN50540;05.02.2013 07:00;2,2;0
Bergen - Florida;SN50540;05.02.2013 08:00;2,2;0
Bergen - Florida;SN50540;05.02.2013 09:00;1,9;0
Bergen - Florida;SN50540;05.02.2013 10:00;1,9;0
Bergen - Florida;SN50540;05.02.2013 11:00;3;0
Bergen - Florida;SN50540;05.02.2013 12:00;4,3;0
Bergen - Florida;SN50540;05.02.2013 13:00;4;0
Bergen - Florida;SN50540;05.02.2013 14:00;4,8;0
Bergen - Florida;SN50540;05.02.2013 15:00;2,5;0
Bergen - Florida;SN50540;05.02.2013 16:00;2,1;0
Bergen - Florida;SN50540;05.02.2013 17:00;0,8;0
Bergen - Florida;SN50540;05.02.2013 18:00;1,1;0
Bergen - Florida;SN50540;05.02.2013 19:00;0,4;0
Bergen - Florida;SN50540;05.02.2013 20:00;1,1;0
Bergen - Florida;SN50540;05.02.2013 21:00;0,8;0
Bergen - Florida;SN50540;05.02.2013 22:00;0,7;0
Bergen - Florida;SN50540;05.02.2013 23:00;0,3;0
Bergen - Florida;SN50540;06.02.2013 00:00;0,4;0
Bergen - Florida;SN50540;06.02.2013 01:00;0,4;0
Bergen - Florida;SN50540;06.02.2013 02:00;0,4;0
Bergen - Florida;SN50540;06.02.2013 03:00;0,6;0
Bergen - Florida;SN50540;06.02.2013 04:00;0,7;0
Bergen - Florida;SN50540;06.02.2013 05:00;1,2;0
Bergen - Florida;SN50540;06.02.2013 06:00;0,6;0
Bergen - Florida;SN50540;06.02.2013 07:00;0,2;0
Bergen - Florida;SN50540;06.02.2013 08:00;0,4;0
Bergen - Florida;SN50540;06.02.2013 09:00;0,1;0
Bergen - Florida;SN50540;06.02.2013 10:00;0,8;0
Bergen - Florida;SN50540;06.02.2013 11:00;1,9;0
Bergen - Florida;SN50540;06.02.2013 12:00;2,7;0
Bergen - Florida;SN50540;06.02.2013 13:00;3,7;0
Bergen - Florida;SN50540;06.02.2013 14:00;3,6;0
Bergen - Florida;SN50540;06.02.2013 15:00;2,5;0
Bergen - Florida;SN50540;06.02.2013 16:00;2,3;0
Bergen - Florida;SN50540;06.02.2013 17:00;2;0
Bergen - Florida;SN50540;06.02.2013 18:00;1,5;0
Bergen - Florida;SN50540;06.02.2013 19:00;0,7;0
Bergen - Florida;SN50540;06.02.2013 20:00;0,4;0
Bergen - Florida;SN50540;06.02.2013 21:00;0,2;0
Bergen - Florida;SN50540;06.02.2013 22:00;-1,2;0
Bergen - Florida;SN50540;06.02.2013 23:00;-2,1;0
Bergen - Florida;SN50540;07.02.2013 00:00;-1,2;0
Bergen - Florida;SN50540;07.02.2013 01:00;-1,8;0,3
Bergen - Florida;SN50540;07.02.2013 02:00;-2,9;0
Bergen - Florida;SN50540;07.02.2013 03:00;-3,1;0
Bergen - Florida;SN50540;07.02.2013 04:00;-3,7;0
Bergen - Florida;SN50540;07.02.2013 05:00;-4,2;0
Bergen - Florida;SN50540;07.02.2013 06:00;-4,6;0
Bergen - Florida;SN50540;07.02.2013 07:00;-4,4;0
Bergen - Florida;SN50540;07.02.2013 08:00;-4,9;0
Bergen - Florida;SN50540;07.02.2013 09:00;-5,2;0
Bergen - Florida;SN50540;07.02.2013 10:00;-4,1;0
Bergen - Florida;SN50540;07.02.2013 11:00;-1,5;0
Bergen - Florida;SN50540;07.02.2013 12:00;0,8;0
Bergen - Florida;SN50540;07.02.2013 13:00;0,4;0
Bergen - Florida;SN50540;07.02.2013 14:00;0,8;0
Bergen - Florida;SN50540;07.02.2013 15:00;-0,6;0
Bergen - Florida;SN50540;07.02.2013 16:00;-0,9;0
Bergen - Florida;SN50540;07.02.2013 17:00;-1,4;0
Bergen - Florida;SN50540;07.02.2013 18:00;-2,1;0
Bergen - Florida;SN50540;07.02.2013 19:00;-2,9;0
Bergen - Florida;SN50540;07.02.2013 20:00;-3,4;0
Bergen - Florida;SN50540;07.02.2013 21:00;-3,5;0
Bergen - Florida;SN50540;07.02.2013 22:00;-4,1;0
Bergen - Florida;SN50540;07.02.2013 23:00;-4,8;0
Bergen - Florida;SN50540;08.02.2013 00:00;-4,5;0
Bergen - Florida;SN50540;08.02.2013 01:00;-4,3;0
Bergen - Florida;SN50540;08.02.2013 02:00;-4,9;0
Bergen - Florida;SN50540;08.02.2013 03:00;-4,7;0
Bergen - Florida;SN50540;08.02.2013 04:00;-4,7;0
Bergen - Florida;SN50540;08.02.2013 05:00;-3,9;0
Bergen - Florida;SN50540;08.02.2013 06:00;-4,1;0
Bergen - Florida;SN50540;08.02.2013 07:00;-3,2;0
Bergen - Florida;SN50540;08.02.2013 08:00;-3,2;0
Bergen - Florida;SN50540;08.02.2013 09:00;-2,6;0
Bergen - Florida;SN50540;08.02.2013 10:00;-2,9;0
Bergen - Florida;SN50540;08.02.2013 11:00;-0,6;0
Bergen - Florida;SN50540;08.02.2013 12:00;-1,1;0
Bergen - Florida;SN50540;08.02.2013 13:00;-0,4;0
Bergen - Florida;SN50540;08.02.2013 14:00;-0,1;0
Bergen - Florida;SN50540;08.02.2013 15:00;-0,1;0
Bergen - Florida;SN50540;08.02.2013 16:00;-0,2;0
Bergen - Florida;SN50540;08.02.2013 17:00;-0,3;0
Bergen - Florida;SN50540;08.02.2013 18:00;-0,4;0
Bergen - Florida;SN50540;08.02.2013 19:00;-0,4;0
Bergen - Florida;SN50540;08.02.2013 20:00;-0,4;0
Bergen - Florida;SN50540;08.02.2013 21:00;-0,3;0
Bergen - Florida;SN50540;08.02.2013 22:00;-0,6;0
Bergen - Florida;SN50540;08.02.2013 23:00;-0,5;0
Bergen - Florida;SN50540;09.02.2013 00:00;-0,8;0
Bergen - Florida;SN50540;09.02.2013 01:00;-0,8;0
Bergen - Florida;SN50540;09.02.2013 02:00;-1;0
Bergen - Florida;SN50540;09.02.2013 03:00;-1;0
Bergen - Florida;SN50540;09.02.2013 04:00;-1,1;0
Bergen - Florida;SN50540;09.02.2013 05:00;-0,6;0
Bergen - Florida;SN50540;09.02.2013 06:00;-1,2;0
Bergen - Florida;SN50540;09.02.2013 07:00;-1,6;0
Bergen - Florida;SN50540;09.02.2013 08:00;-1,3;0
Bergen - Florida;SN50540;09.02.2013 09:00;-1,4;0
Bergen - Florida;SN50540;09.02.2013 10:00;-1,3;0
Bergen - Florida;SN50540;09.02.2013 11:00;-0,9;0
Bergen - Florida;SN50540;09.02.2013 12:00;-0,5;0
Bergen - Florida;SN50540;09.02.2013 13:00;-0,5;0
Bergen - Florida;SN50540;09.02.2013 14:00;-0,5;0
Bergen - Florida;SN50540;09.02.2013 15:00;-0,5;0
Bergen - Florida;SN50540;09.02.2013 16:00;-0,4;0
Bergen - Florida;SN50540;09.02.2013 17:00;-0,5;0
Bergen - Florida;SN50540;09.02.2013 18:00;-0,7;0
Bergen - Florida;SN50540;09.02.2013 19:00;-0,9;0
Bergen - Florida;SN50540;09.02.2013 20:00;-1;0
Bergen - Florida;SN50540;09.02.2013 21:00;-1,2;0
Bergen - Florida;SN50540;09.02.2013 22:00;-1,4;0
Bergen - Florida;SN50540;09.02.2013 23:00;-1,8;0
Bergen - Florida;SN50540;10.02.2013 00:00;-3,2;0
Bergen - Florida;SN50540;10.02.2013 01:00;-4,3;0
Bergen - Florida;SN50540;10.02.2013 02:00;-4,5;0
Bergen - Florida;SN50540;10.02.2013 03:00;-4,5;0
Bergen - Florida;SN50540;10.02.2013 04:00;-5,3;0
Bergen - Florida;SN50540;10.02.2013 05:00;-5,8;0
Bergen - Florida;SN50540;10.02.2013 06:00;-5,9;0
Bergen - Florida;SN50540;10.02.2013 07:00;-6,3;0
Bergen - Florida;SN50540;10.02.2013 08:00;-6,7;0
Bergen - Florida;SN50540;10.02.2013 09:00;-6,8;0
Bergen - Florida;SN50540;10.02.2013 10:00;-5,5;0
Bergen - Florida;SN50540;10.02.2013 11:00;-2,4;0
Bergen - Florida;SN50540;10.02.2013 12:00;-0,9;0
Bergen - Florida;SN50540;10.02.2013 13:00;0,9;0
Bergen - Florida;SN50540;10.02.2013 14:00;2;0
Bergen - Florida;SN50540;10.02.2013 15:00;0,5;0
Bergen - Florida;SN50540;10.02.2013 16:00;-0,6;0
Bergen - Florida;SN50540;10.02.2013 17:00;-0,2;0
Bergen - Florida;SN50540;10.02.2013 18:00;-1,3;0
Bergen - Florida;SN50540;10.02.2013 19:00;-1,9;0
Bergen - Florida;SN50540;10.02.2013 20:00;-2,3;0
Bergen - Florida;SN50540;10.02.2013 21:00;-3,1;0
Bergen - Florida;SN50540;10.02.2013 22:00;-3,7;0
Bergen - Florida;SN50540;10.02.2013 23:00;-4,2;0
